property name,property location,property type,property circle rate /100 sqm,property circle_rates per sq feet,property plot_area,property far,property built up area,property age,property Multi_factor,property_construction_cost,property valuation,presumed annual rent by valuation method,property_class,presumed annual rent per feet,presumed annual rent by built up method,presumed annual rent for annual rateable value calculation,annual rateable value,property_tax
jbsdx,marwad,residential,90956.25,84.5,200.0,1.0,200.0,21,0.6,1300,172900.24,8645.01,1,80.0,16000.0,8645.01,7780.51,272.32
aanhk,marwad,residential,90956.25,84.5,200.0,1.0,200.0,1,1,700,156900.24,7845.01,2,40.0,8000.0,7845.01,7060.51,247.12
pmusl,marwad,residential,90956.25,84.5,200.0,1.0,200.0,1,1,1000,216900.24,10845.01,2,40.0,8000.0,8000.0,7200.0,252.0
hopvd,marwad,residential,90956.25,84.5,200.0,1.0,200.0,1,1,1100,236900.24,11845.01,2,40.0,8000.0,8000.0,7200.0,252.0
bvlzp,marwad,residential,90956.25,84.5,200.0,1.0,200.0,1,1,1300,276900.24,13845.01,2,40.0,8000.0,8000.0,7200.0,252.0
vhurb,marwad,residential,90956.25,84.5,200.0,1.0,200.0,6,0.9,700,142900.24,7145.01,2,40.0,8000.0,7145.01,6430.51,225.07
ywvle,marwad,residential,90956.25,84.5,200.0,1.0,200.0,6,0.9,1000,196900.24,9845.01,2,40.0,8000.0,8000.0,7200.0,252.0
vxatq,marwad,residential,90956.25,84.5,200.0,1.0,200.0,6,0.9,1100,214900.24,10745.01,2,40.0,8000.0,8000.0,7200.0,252.0
cssdw,marwad,residential,90956.25,84.5,200.0,1.0,200.0,6,0.9,1300,250900.24,12545.01,2,40.0,8000.0,8000.0,7200.0,252.0
bqwny,marwad,residential,90956.25,84.5,200.0,1.0,200.0,11,0.8,700,128900.24,6445.01,2,40.0,8000.0,6445.01,5800.51,203.02
mfvvs,marwad,residential,90956.25,84.5,200.0,1.0,200.0,11,0.8,1000,176900.24,8845.01,2,40.0,8000.0,8000.0,7200.0,252.0
uiscv,marwad,residential,90956.25,84.5,200.0,1.0,200.0,11,0.8,1100,192900.24,9645.01,2,40.0,8000.0,8000.0,7200.0,252.0
wzuuf,marwad,residential,90956.25,84.5,200.0,1.0,200.0,11,0.8,1300,224900.24,11245.01,2,40.0,8000.0,8000.0,7200.0,252.0
nsudb,marwad,residential,90956.25,84.5,200.0,1.0,200.0,16,0.7,700,114900.24,5745.01,2,40.0,8000.0,5745.01,5170.51,180.97
ljxwd,marwad,residential,90956.25,84.5,200.0,1.0,200.0,16,0.7,1000,156900.24,7845.01,2,40.0,8000.0,7845.01,7060.51,247.12
qxjbj,marwad,residential,90956.25,84.5,200.0,1.0,200.0,16,0.7,1100,170900.24,8545.01,2,40.0,8000.0,8000.0,7200.0,252.0
otrvr,marwad,residential,90956.25,84.5,200.0,1.0,200.0,16,0.7,1300,198900.24,9945.01,2,40.0,8000.0,8000.0,7200.0,252.0
nzizq,marwad,residential,90956.25,84.5,200.0,1.0,200.0,21,0.6,700,100900.24,5045.01,2,40.0,8000.0,5045.01,4540.51,158.92
evset,marwad,residential,90956.25,84.5,200.0,1.0,200.0,21,0.6,1000,136900.24,6845.01,2,40.0,8000.0,6845.01,6160.51,215.62
lzdms,marwad,residential,90956.25,84.5,200.0,1.0,200.0,21,0.6,1100,148900.24,7445.01,2,40.0,8000.0,7445.01,6700.51,234.52
hdbvr,marwad,residential,90956.25,84.5,200.0,1.0,200.0,21,0.6,1300,172900.24,8645.01,2,40.0,8000.0,8000.0,7200.0,252.0
qaeum,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,1,1,700,175073.68,8753.68,1,120.0,24000.0,8753.68,7878.32,433.31
taske,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,1,1,1000,235073.68,11753.68,1,120.0,24000.0,11753.68,10578.32,581.81
uonwo,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,1,1,1100,255073.68,12753.68,1,120.0,24000.0,12753.68,11478.32,631.31
kcdui,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,1,1,1300,295073.68,14753.68,1,120.0,24000.0,14753.68,13278.32,730.31
pnswf,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,6,0.9,700,161073.68,8053.68,1,120.0,24000.0,8053.68,7248.32,398.66
ujqrk,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,6,0.9,1000,215073.68,10753.68,1,120.0,24000.0,10753.68,9678.32,532.31
fdxug,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,6,0.9,1100,233073.68,11653.68,1,120.0,24000.0,11653.68,10488.32,576.86
jttot,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,6,0.9,1300,269073.68,13453.68,1,120.0,24000.0,13453.68,12108.32,665.96
zvbax,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,11,0.8,700,147073.68,7353.68,1,120.0,24000.0,7353.68,6618.32,364.01
dmljj,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,11,0.8,1000,195073.68,9753.68,1,120.0,24000.0,9753.68,8778.32,482.81
lefsg,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,11,0.8,1100,211073.68,10553.68,1,120.0,24000.0,10553.68,9498.32,522.41
kmrqu,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,11,0.8,1300,243073.68,12153.68,1,120.0,24000.0,12153.68,10938.32,601.61
xregv,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,16,0.7,700,133073.68,6653.68,1,120.0,24000.0,6653.68,5988.32,329.36
awgwe,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,16,0.7,1000,175073.68,8753.68,1,120.0,24000.0,8753.68,7878.32,433.31
gwcwd,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,16,0.7,1100,189073.68,9453.68,1,120.0,24000.0,9453.68,8508.32,467.96
xdaco,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,16,0.7,1300,217073.68,10853.68,1,120.0,24000.0,10853.68,9768.32,537.26
qgedg,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,21,0.6,700,119073.68,5953.68,1,120.0,24000.0,5953.68,5358.32,294.71
hnoff,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,21,0.6,1000,155073.68,7753.68,1,120.0,24000.0,7753.68,6978.32,383.81
rtgig,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,21,0.6,1100,167073.68,8353.68,1,120.0,24000.0,8353.68,7518.32,413.51
cyhbo,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,21,0.6,1300,191073.68,9553.68,1,120.0,24000.0,9553.68,8598.32,472.91
seell,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,1,1,700,175073.68,8753.68,2,60.0,12000.0,8753.68,7878.32,433.31
rxhkj,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,1,1,1000,235073.68,11753.68,2,60.0,12000.0,11753.68,10578.32,581.81
pzvag,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,1,1,1100,255073.68,12753.68,2,60.0,12000.0,12000.0,10800.0,594.0
sobmg,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,1,1,1300,295073.68,14753.68,2,60.0,12000.0,12000.0,10800.0,594.0
owajk,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,6,0.9,700,161073.68,8053.68,2,60.0,12000.0,8053.68,7248.32,398.66
mhmco,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,6,0.9,1000,215073.68,10753.68,2,60.0,12000.0,10753.68,9678.32,532.31
gvgal,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,6,0.9,1100,233073.68,11653.68,2,60.0,12000.0,11653.68,10488.32,576.86
opjkn,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,6,0.9,1300,269073.68,13453.68,2,60.0,12000.0,12000.0,10800.0,594.0
cgsam,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,11,0.8,700,147073.68,7353.68,2,60.0,12000.0,7353.68,6618.32,364.01
leqda,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,11,0.8,1000,195073.68,9753.68,2,60.0,12000.0,9753.68,8778.32,482.81
ubpkb,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,11,0.8,1100,211073.68,10553.68,2,60.0,12000.0,10553.68,9498.32,522.41
omlrr,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,11,0.8,1300,243073.68,12153.68,2,60.0,12000.0,12000.0,10800.0,594.0
vzxlu,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,16,0.7,700,133073.68,6653.68,2,60.0,12000.0,6653.68,5988.32,329.36
esafe,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,16,0.7,1000,175073.68,8753.68,2,60.0,12000.0,8753.68,7878.32,433.31
eporw,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,16,0.7,1100,189073.68,9453.68,2,60.0,12000.0,9453.68,8508.32,467.96
vsesp,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,16,0.7,1300,217073.68,10853.68,2,60.0,12000.0,10853.68,9768.32,537.26
cedwy,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,21,0.6,700,119073.68,5953.68,2,60.0,12000.0,5953.68,5358.32,294.71
zanjy,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,21,0.6,1000,155073.68,7753.68,2,60.0,12000.0,7753.68,6978.32,383.81
zqrdr,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,21,0.6,1100,167073.68,8353.68,2,60.0,12000.0,8353.68,7518.32,413.51
dsgii,marwad,commercial,188764.8,175.37,200.0,1.0,200.0,21,0.6,1300,191073.68,9553.68,2,60.0,12000.0,9553.68,8598.32,472.91
qqwjq,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,1,1,700,521401.44,26070.07,1,80.0,48000.0,26070.07,23463.06,821.21
dduti,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,1,1,1000,701401.44,35070.07,1,80.0,48000.0,35070.07,31563.06,1104.71
eezsi,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,1,1,1100,761401.44,38070.07,1,80.0,48000.0,38070.07,34263.06,1199.21
fllrq,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,1,1,1300,881401.44,44070.07,1,80.0,48000.0,44070.07,39663.06,1388.21
rjvhp,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,6,0.9,700,479401.44,23970.07,1,80.0,48000.0,23970.07,21573.06,755.06
zrmxd,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,6,0.9,1000,641401.44,32070.07,1,80.0,48000.0,32070.07,28863.06,1010.21
wxjgu,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,6,0.9,1100,695401.44,34770.07,1,80.0,48000.0,34770.07,31293.06,1095.26
mdmua,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,6,0.9,1300,803401.44,40170.07,1,80.0,48000.0,40170.07,36153.06,1265.36
stbbg,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,11,0.8,700,437401.44,21870.07,1,80.0,48000.0,21870.07,19683.06,688.91
txuhv,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,11,0.8,1000,581401.44,29070.07,1,80.0,48000.0,29070.07,26163.06,915.71
dltfd,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,11,0.8,1100,629401.44,31470.07,1,80.0,48000.0,31470.07,28323.06,991.31
izdik,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,11,0.8,1300,725401.44,36270.07,1,80.0,48000.0,36270.07,32643.06,1142.51
lerjw,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,16,0.7,700,395401.44,19770.07,1,80.0,48000.0,19770.07,17793.06,622.76
xmyuo,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,16,0.7,1000,521401.44,26070.07,1,80.0,48000.0,26070.07,23463.06,821.21
okknw,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,16,0.7,1100,563401.44,28170.07,1,80.0,48000.0,28170.07,25353.06,887.36
pchpt,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,16,0.7,1300,647401.44,32370.07,1,80.0,48000.0,32370.07,29133.06,1019.66
fvjbv,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,21,0.6,700,353401.44,17670.07,1,80.0,48000.0,17670.07,15903.06,556.61
veodq,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,21,0.6,1000,461401.44,23070.07,1,80.0,48000.0,23070.07,20763.06,726.71
qhmjp,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,21,0.6,1100,497401.44,24870.07,1,80.0,48000.0,24870.07,22383.06,783.41
iaglc,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,21,0.6,1300,569401.44,28470.07,1,80.0,48000.0,28470.07,25623.06,896.81
wysgm,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,1,1,700,521401.44,26070.07,2,40.0,24000.0,24000.0,21600.0,756.0
cfvgu,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,1,1,1000,701401.44,35070.07,2,40.0,24000.0,24000.0,21600.0,756.0
kmjlv,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,1,1,1100,761401.44,38070.07,2,40.0,24000.0,24000.0,21600.0,756.0
ypbzj,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,1,1,1300,881401.44,44070.07,2,40.0,24000.0,24000.0,21600.0,756.0
timmp,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,6,0.9,700,479401.44,23970.07,2,40.0,24000.0,23970.07,21573.06,755.06
mqfgv,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,6,0.9,1000,641401.44,32070.07,2,40.0,24000.0,24000.0,21600.0,756.0
qnvlj,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,6,0.9,1100,695401.44,34770.07,2,40.0,24000.0,24000.0,21600.0,756.0
kigwg,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,6,0.9,1300,803401.44,40170.07,2,40.0,24000.0,24000.0,21600.0,756.0
qjcnp,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,11,0.8,700,437401.44,21870.07,2,40.0,24000.0,21870.07,19683.06,688.91
mtnfp,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,11,0.8,1000,581401.44,29070.07,2,40.0,24000.0,24000.0,21600.0,756.0
xvpmv,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,11,0.8,1100,629401.44,31470.07,2,40.0,24000.0,24000.0,21600.0,756.0
ifclh,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,11,0.8,1300,725401.44,36270.07,2,40.0,24000.0,24000.0,21600.0,756.0
mgmfx,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,16,0.7,700,395401.44,19770.07,2,40.0,24000.0,19770.07,17793.06,622.76
nrsec,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,16,0.7,1000,521401.44,26070.07,2,40.0,24000.0,24000.0,21600.0,756.0
zlfqn,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,16,0.7,1100,563401.44,28170.07,2,40.0,24000.0,24000.0,21600.0,756.0
bweap,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,16,0.7,1300,647401.44,32370.07,2,40.0,24000.0,24000.0,21600.0,756.0
iezte,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,21,0.6,700,353401.44,17670.07,2,40.0,24000.0,17670.07,15903.06,556.61
wppgg,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,21,0.6,1000,461401.44,23070.07,2,40.0,24000.0,23070.07,20763.06,726.71
fiucz,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,21,0.6,1100,497401.44,24870.07,2,40.0,24000.0,24000.0,21600.0,756.0
tovdz,marwad,residential,90956.25,84.5,1200.0,0.5,600.0,21,0.6,1300,569401.44,28470.07,2,40.0,24000.0,24000.0,21600.0,756.0
skqxl,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,1,1,700,630442.09,31522.1,1,120.0,72000.0,31522.1,28369.89,1560.34
lyfxe,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,1,1,1000,810442.09,40522.1,1,120.0,72000.0,40522.1,36469.89,2005.84
qrbyk,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,1,1,1100,870442.09,43522.1,1,120.0,72000.0,43522.1,39169.89,2154.34
rgfzt,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,1,1,1300,990442.09,49522.1,1,120.0,72000.0,49522.1,44569.89,2451.34
rovcl,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,6,0.9,700,588442.09,29422.1,1,120.0,72000.0,29422.1,26479.89,1456.39
eibpn,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,6,0.9,1000,750442.09,37522.1,1,120.0,72000.0,37522.1,33769.89,1857.34
ogtqn,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,6,0.9,1100,804442.09,40222.1,1,120.0,72000.0,40222.1,36199.89,1990.99
xpwfb,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,6,0.9,1300,912442.09,45622.1,1,120.0,72000.0,45622.1,41059.89,2258.29
pxuew,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,11,0.8,700,546442.09,27322.1,1,120.0,72000.0,27322.1,24589.89,1352.44
fqkfb,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,11,0.8,1000,690442.09,34522.1,1,120.0,72000.0,34522.1,31069.89,1708.84
tvibn,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,11,0.8,1100,738442.09,36922.1,1,120.0,72000.0,36922.1,33229.89,1827.64
ohslz,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,11,0.8,1300,834442.09,41722.1,1,120.0,72000.0,41722.1,37549.89,2065.24
llstf,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,16,0.7,700,504442.09,25222.1,1,120.0,72000.0,25222.1,22699.89,1248.49
asolq,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,16,0.7,1000,630442.09,31522.1,1,120.0,72000.0,31522.1,28369.89,1560.34
pkaeb,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,16,0.7,1100,672442.09,33622.1,1,120.0,72000.0,33622.1,30259.89,1664.29
sdpmq,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,16,0.7,1300,756442.09,37822.1,1,120.0,72000.0,37822.1,34039.89,1872.19
lqado,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,21,0.6,700,462442.09,23122.1,1,120.0,72000.0,23122.1,20809.89,1144.54
oknae,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,21,0.6,1000,570442.09,28522.1,1,120.0,72000.0,28522.1,25669.89,1411.84
szhny,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,21,0.6,1100,606442.09,30322.1,1,120.0,72000.0,30322.1,27289.89,1500.94
yymuh,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,21,0.6,1300,678442.09,33922.1,1,120.0,72000.0,33922.1,30529.89,1679.14
mwzui,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,1,1,700,630442.09,31522.1,2,60.0,36000.0,31522.1,28369.89,1560.34
ydvmm,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,1,1,1000,810442.09,40522.1,2,60.0,36000.0,36000.0,32400.0,1782.0
kutvo,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,1,1,1100,870442.09,43522.1,2,60.0,36000.0,36000.0,32400.0,1782.0
ygqlr,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,1,1,1300,990442.09,49522.1,2,60.0,36000.0,36000.0,32400.0,1782.0
kmqdr,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,6,0.9,700,588442.09,29422.1,2,60.0,36000.0,29422.1,26479.89,1456.39
rzodm,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,6,0.9,1000,750442.09,37522.1,2,60.0,36000.0,36000.0,32400.0,1782.0
voyej,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,6,0.9,1100,804442.09,40222.1,2,60.0,36000.0,36000.0,32400.0,1782.0
adiss,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,6,0.9,1300,912442.09,45622.1,2,60.0,36000.0,36000.0,32400.0,1782.0
qlhhn,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,11,0.8,700,546442.09,27322.1,2,60.0,36000.0,27322.1,24589.89,1352.44
tdkmu,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,11,0.8,1000,690442.09,34522.1,2,60.0,36000.0,34522.1,31069.89,1708.84
tdihx,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,11,0.8,1100,738442.09,36922.1,2,60.0,36000.0,36000.0,32400.0,1782.0
zouvr,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,11,0.8,1300,834442.09,41722.1,2,60.0,36000.0,36000.0,32400.0,1782.0
cofnn,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,16,0.7,700,504442.09,25222.1,2,60.0,36000.0,25222.1,22699.89,1248.49
psbun,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,16,0.7,1000,630442.09,31522.1,2,60.0,36000.0,31522.1,28369.89,1560.34
alqfo,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,16,0.7,1100,672442.09,33622.1,2,60.0,36000.0,33622.1,30259.89,1664.29
xxuvn,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,16,0.7,1300,756442.09,37822.1,2,60.0,36000.0,36000.0,32400.0,1782.0
ttbge,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,21,0.6,700,462442.09,23122.1,2,60.0,36000.0,23122.1,20809.89,1144.54
kzfvn,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,21,0.6,1000,570442.09,28522.1,2,60.0,36000.0,28522.1,25669.89,1411.84
vnltf,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,21,0.6,1100,606442.09,30322.1,2,60.0,36000.0,30322.1,27289.89,1500.94
ezhpu,marwad,commercial,188764.8,175.37,1200.0,0.5,600.0,21,0.6,1300,678442.09,33922.1,2,60.0,36000.0,33922.1,30529.89,1679.14
pphnh,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,1,1,700,731401.44,36570.07,1,80.0,72000.0,36570.07,32913.06,1151.96
vatxs,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,1,1,1000,1001401.44,50070.07,1,80.0,72000.0,50070.07,45063.06,1577.21
qtqvn,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,1,1,1100,1091401.44,54570.07,1,80.0,72000.0,54570.07,49113.06,1718.96
siapa,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,1,1,1300,1271401.44,63570.07,1,80.0,72000.0,63570.07,57213.06,2002.46
bffgw,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,6,0.9,700,668401.44,33420.07,1,80.0,72000.0,33420.07,30078.06,1052.73
vtmib,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,6,0.9,1000,911401.44,45570.07,1,80.0,72000.0,45570.07,41013.06,1435.46
sutwk,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,6,0.9,1100,992401.44,49620.07,1,80.0,72000.0,49620.07,44658.06,1563.03
axzgu,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,6,0.9,1300,1154401.44,57720.07,1,80.0,72000.0,57720.07,51948.06,1818.18
bnlvw,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,11,0.8,700,605401.44,30270.07,1,80.0,72000.0,30270.07,27243.06,953.51
vhoek,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,11,0.8,1000,821401.44,41070.07,1,80.0,72000.0,41070.07,36963.06,1293.71
qywuj,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,11,0.8,1100,893401.44,44670.07,1,80.0,72000.0,44670.07,40203.06,1407.11
lbchk,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,11,0.8,1300,1037401.44,51870.07,1,80.0,72000.0,51870.07,46683.06,1633.91
afmrf,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,16,0.7,700,542401.44,27120.07,1,80.0,72000.0,27120.07,24408.06,854.28
qreiu,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,16,0.7,1000,731401.44,36570.07,1,80.0,72000.0,36570.07,32913.06,1151.96
mbqoy,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,16,0.7,1100,794401.44,39720.07,1,80.0,72000.0,39720.07,35748.06,1251.18
mohhr,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,16,0.7,1300,920401.44,46020.07,1,80.0,72000.0,46020.07,41418.06,1449.63
qrtdn,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,21,0.6,700,479401.44,23970.07,1,80.0,72000.0,23970.07,21573.06,755.06
qaydp,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,21,0.6,1000,641401.44,32070.07,1,80.0,72000.0,32070.07,28863.06,1010.21
ssmiz,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,21,0.6,1100,695401.44,34770.07,1,80.0,72000.0,34770.07,31293.06,1095.26
ijlfk,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,21,0.6,1300,803401.44,40170.07,1,80.0,72000.0,40170.07,36153.06,1265.36
aqcnq,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,1,1,700,731401.44,36570.07,2,40.0,36000.0,36000.0,32400.0,1134.0
dbjxu,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,1,1,1000,1001401.44,50070.07,2,40.0,36000.0,36000.0,32400.0,1134.0
akjyg,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,1,1,1100,1091401.44,54570.07,2,40.0,36000.0,36000.0,32400.0,1134.0
egfwd,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,1,1,1300,1271401.44,63570.07,2,40.0,36000.0,36000.0,32400.0,1134.0
dwjln,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,6,0.9,700,668401.44,33420.07,2,40.0,36000.0,33420.07,30078.06,1052.73
iouuf,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,6,0.9,1000,911401.44,45570.07,2,40.0,36000.0,36000.0,32400.0,1134.0
hdcgg,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,6,0.9,1100,992401.44,49620.07,2,40.0,36000.0,36000.0,32400.0,1134.0
vgrsx,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,6,0.9,1300,1154401.44,57720.07,2,40.0,36000.0,36000.0,32400.0,1134.0
eehna,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,11,0.8,700,605401.44,30270.07,2,40.0,36000.0,30270.07,27243.06,953.51
rjvyt,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,11,0.8,1000,821401.44,41070.07,2,40.0,36000.0,36000.0,32400.0,1134.0
velbq,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,11,0.8,1100,893401.44,44670.07,2,40.0,36000.0,36000.0,32400.0,1134.0
mujpb,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,11,0.8,1300,1037401.44,51870.07,2,40.0,36000.0,36000.0,32400.0,1134.0
qpmrj,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,16,0.7,700,542401.44,27120.07,2,40.0,36000.0,27120.07,24408.06,854.28
kcgdy,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,16,0.7,1000,731401.44,36570.07,2,40.0,36000.0,36000.0,32400.0,1134.0
lryuy,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,16,0.7,1100,794401.44,39720.07,2,40.0,36000.0,36000.0,32400.0,1134.0
eylyc,marwad,residential,90956.25,84.5,1200.0,0.75,900.0,16,0.7,1300,920401.44,46020.07,2,40.0,36000.0,36000.0,32400.0,1134.0
